integrationVal,error,delay
-23.279409308091804,1.388296335962409,0.0025000000000000001
0.57477428152609278,0.03967268937017223,1.202
12.399436901976205,0.72352921141663773,2.4020000000000001
18.234423400682907,1.0723262310752304,3.6019999999999999
21.090487453876737,1.2489801796813333,4.8019999999999996
22.51968145645721,1.3356375494486346,6.0010000000000003
23.212892487329242,1.3774423915089067,7.2009999999999996
23.520872845655223,1.3964267151393865,8.4009999999999998
23.688052078247519,1.4070457430455923,9.6010000000000009
23.756067438419262,1.4134600740064605,10.800000000000001
23.728576655741076,1.4089411330034847,12.0
